<html>¿Cuál de estas matrices es de 3x3?</html>;false;Matriz4x2_1.png;Opción 1;true;Matriz3x3_2.png;Opción 2;false;Matriz2x2_2.png;Opción 3;false;Matriz2x2_1.png;Opción 4;
<html>¿Cuál de estas matrices es de 2x2?</html>;true;Matriz2x2_1.png;Opción 1;true;Matriz4x2_2.png;Opción 2;false;Matriz3x3_1.png;Opción 3;false;Matriz3x3_2.png;Opción 4;
<html>¿Cuál de estas matrices cumple con la condicion: "A<sub>21</sub> = 3"?</html>;false;Matriz3x3_1.png;Opción 1;false;Matriz2x2_1.png;Opción 2;true;Matriz2x2_2.png;Opción 3;false;Matriz3x3_3.png;Opción 4;
<html>¿Cuál de estas matrices cumple con la condicion: "A<sub>42</sub> = 9"?</html>;false;Matriz3x3_1.png;Opción 1;false;Matriz3x3_4.png;Opción 2;true;Matriz4x2_1.png;Opción 3;false;Matriz4x2_2.png;Opción 4;
<html>¿A cuál de estas matrices es la única a la que se le puede sacar inversa?</html>;false;Matriz3x3_1.png;Opción 1;false;Matriz4x2_2.png;Opción 2;false;Matriz3x3_3.png;Opción 3;true;Matriz2x2_2.png;Opción 4;
<html> ¿Cuál de estas matrices es de 3x3?</html>;false;Matriz4x2_1.png;Opción 1;true;Matriz3x3_2.png;Opción 2;false;Matriz2x2_2.png;Opción 3;false;Matriz2x2_1.png;Opción 4;
<html> ¿Cuál de estas matrices es de 2x2?</html>;true;Matriz2x2_1.png;Opción 1;true;Matriz4x2_2.png;Opción 2;false;Matriz3x3_1.png;Opción 3;false;Matriz3x3_2.png;Opción 4;
<html> ¿Cuál de estas matrices cumple con la condicion: "A<sub>21</sub> = 3"?</html>;false;Matriz3x3_1.png;Opción 1;false;Matriz2x2_1.png;Opción 2;true;Matriz2x2_2.png;Opción 3;false;Matriz3x3_3.png;Opción 4;
<html> ¿Cuál de estas matrices cumple con la condicion: "A<sub>42</sub> = 9"?</html>;false;Matriz3x3_1.png;Opción 1;false;Matriz3x3_4.png;Opción 2;true;Matriz4x2_1.png;Opción 3;false;Matriz4x2_2.png;Opción 4;
<html> ¿A cuál de estas matrices es la única a la que se le puede sacar inversa?</html>;false;Matriz3x3_1.png;Opción 1;false;Matriz4x2_2.png;Opción 2;false;Matriz3x3_3.png;Opción 3;true;Matriz2x2_2.png;Opción 4;
<html>  ¿Cuál de estas matrices es de 3x3?</html>;false;Matriz4x2_1.png;Opción 1;true;Matriz3x3_2.png;Opción 2;false;Matriz2x2_2.png;Opción 3;false;Matriz2x2_1.png;Opción 4;
<html>  ¿Cuál de estas matrices es de 2x2?</html>;true;Matriz2x2_1.png;Opción 1;true;Matriz4x2_2.png;Opción 2;false;Matriz3x3_1.png;Opción 3;false;Matriz3x3_2.png;Opción 4;
<html>  ¿Cuál de estas matrices cumple con la condicion: "A<sub>21</sub> = 3"?</html>;false;Matriz3x3_1.png;Opción 1;false;Matriz2x2_1.png;Opción 2;true;Matriz2x2_2.png;Opción 3;false;Matriz3x3_3.png;Opción 4;
<html>  ¿Cuál de estas matrices cumple con la condicion: "A<sub>42</sub> = 9"?</html>;false;Matriz3x3_1.png;Opción 1;false;Matriz3x3_4.png;Opción 2;true;Matriz4x2_1.png;Opción 3;false;Matriz4x2_2.png;Opción 4;
<html>  ¿A cuál de estas matrices es la única a la que se le puede sacar inversa?</html>;false;Matriz3x3_1.png;Opción 1;false;Matriz4x2_2.png;Opción 2;false;Matriz3x3_3.png;Opción 3;true;Matriz2x2_2.png;Opción 4;
<html>   ¿Cuál de estas matrices es de 3x3?</html>;false;Matriz4x2_1.png;Opción 1;true;Matriz3x3_2.png;Opción 2;false;Matriz2x2_2.png;Opción 3;false;Matriz2x2_1.png;Opción 4;
<html>   ¿Cuál de estas matrices es de 2x2?</html>;true;Matriz2x2_1.png;Opción 1;true;Matriz4x2_2.png;Opción 2;false;Matriz3x3_1.png;Opción 3;false;Matriz3x3_2.png;Opción 4;
<html>   ¿Cuál de estas matrices cumple con la condicion: "A<sub>21</sub> = 3"?</html>;false;Matriz3x3_1.png;Opción 1;false;Matriz2x2_1.png;Opción 2;true;Matriz2x2_2.png;Opción 3;false;Matriz3x3_3.png;Opción 4;
<html>   ¿Cuál de estas matrices cumple con la condicion: "A<sub>42</sub> = 9"?</html>;false;Matriz3x3_1.png;Opción 1;false;Matriz3x3_4.png;Opción 2;true;Matriz4x2_1.png;Opción 3;false;Matriz4x2_2.png;Opción 4;
<html>   ¿A cuál de estas matrices es la única a la que se le puede sacar inversa?</html>;false;Matriz3x3_1.png;Opción 1;false;Matriz4x2_2.png;Opción 2;false;Matriz3x3_3.png;Opción 3;true;Matriz2x2_2.png;Opción 4;

